L	M	σ	seed	order	n	η0	α	ApK	h0	γ	NpL	p	trust	tolerance	K	A	a0	N	fp	nfev
20	20000	0.0	0	1	16	1.0	0.602	0.0	0.2	0.101	0.5	0.5	1.0	0.0	625	0.0	1.0	10	0.9464083037315095	20626
20	20000	0.0	0	2	16	1.0	0.602	0.0	0.2	0.101	0.5	0.5	1.0	0.0	312	0.0	1.0	10	0.9069165208541012	19631
20	20000	0.0	0	1	64	1.0	0.602	0.0	0.2	0.101	0.5	0.5	1.0	0.0	156	0.0	1.0	10	0.9665902383490473	19867
20	20000	0.0	0	2	64	1.0	0.602	0.0	0.2	0.101	0.5	0.5	1.0	0.0	78	0.0	1.0	10	0.9412270498676295	17991
20	20000	0.0	0	1	1	0.01	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	10000	0.0	0.01	10	0.9961531354529876	30001
20	20000	0.0	0	2	1	0.01	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	5000	0.0	0.01	10	0.9966014186547008	25001
20	20000	0.0	0	1	4	0.01	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	2500	0.0	0.01	10	0.9956158637818248	22501
20	20000	0.0	0	2	4	0.01	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	1250	0.0	0.01	10	0.9954672263060624	21251
20	20000	0.0	0	1	16	0.01	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	625	0.0	0.01	10	0.9958064913335452	20626
20	20000	0.0	0	2	16	0.01	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	312	0.0	0.01	10	0.9949212006669219	20281
20	20000	0.0	0	1	64	0.01	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	156	0.0	0.01	10	0.9962199764930315	20125
20	20000	0.0	0	2	64	0.01	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	78	0.0	0.01	10	0.99434354883127	20047
20	20000	0.0	0	1	1	0.1	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	10000	0.0	0.1	10	0.9885542635675817	30001
20	20000	0.0	0	2	1	0.1	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	5000	0.0	0.1	10	0.9863562216870031	25001
20	20000	0.0	0	1	4	0.1	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	2500	0.0	0.1	10	0.9892544878912531	22501
20	20000	0.0	0	2	4	0.1	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	1250	0.0	0.1	10	0.9850155635390493	21251
20	20000	0.0	0	1	16	0.1	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	625	0.0	0.1	10	0.9890432998111944	20626
20	20000	0.0	0	2	16	0.1	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	312	0.0	0.1	10	0.9863265414709517	20281
20	20000	0.0	0	1	64	0.1	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	156	0.0	0.1	10	0.9898789360315906	19996
20	20000	0.0	0	2	64	0.1	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	78	0.0	0.1	10	0.9869618434479049	20047
20	20000	0.0	0	1	1	0.6283185307179586	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	10000	0.0	0.6283185307179586	10	0.9788446326212843	30001
20	20000	0.0	0	2	1	0.6283185307179586	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	5000	0.0	0.6283185307179586	10	0.9686975836465944	25001
20	20000	0.0	0	1	4	0.6283185307179586	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	2500	0.0	0.6283185307179586	10	0.9822949219443803	22501
20	20000	0.0	0	2	4	0.6283185307179586	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	1250	0.0	0.6283185307179586	10	0.9667560003116141	21234
20	20000	0.0	0	1	16	0.6283185307179586	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	625	0.0	0.6283185307179586	10	0.9849724354986819	20626
20	20000	0.0	0	2	16	0.6283185307179586	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	312	0.0	0.6283185307179586	10	0.969611245707454	20216
20	20000	0.0	0	1	64	0.6283185307179586	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	156	0.0	0.6283185307179586	10	0.9856149963898522	20125
20	20000	0.0	0	2	64	0.6283185307179586	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	78	0.0	0.6283185307179586	10	0.9719815515787037	19790
20	20000	0.0	0	1	1	1.0	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	10000	0.0	1.0	10	0.9741145746060065	30001
20	20000	0.0	0	2	1	1.0	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	5000	0.0	1.0	10	0.9590707110819644	25001
20	20000	0.0	0	1	4	1.0	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	2500	0.0	1.0	10	0.9782700181665446	22501
20	20000	0.0	0	2	4	1.0	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	1250	0.0	1.0	10	0.9565886141430028	21234
20	20000	0.0	0	1	16	1.0	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	625	0.0	1.0	10	0.980691227396258	20626
20	20000	0.0	0	2	16	1.0	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	312	0.0	1.0	10	0.9619865288568054	20216
20	20000	0.0	0	1	64	1.0	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	156	0.0	1.0	10	0.9828126062386972	19996
20	20000	0.0	0	2	64	1.0	1.0	0.0	0.2	0.101	0.5	0.5	1.0	0.0	78	0.0	1.0	10	0.9644151510739303	19533
20	20000	0.0	0	1	1	0.01	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	10000	1000.0	0.6401198792503472	10	0.8850691236828896	30001
20	20000	0.0	0	2	1	0.01	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	5000	500.0	0.4219901471793168	10	0.8608580083399487	25001
20	20000	0.0	0	1	4	0.01	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	2500	250.0	0.2783579185360121	10	0.9632076120600315	22501
20	20000	0.0	0	2	4	0.01	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	1250	125.0	0.1838328279676258	10	0.9313123370878089	21234
20	20000	0.0	0	1	16	0.01	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	625	62.5	0.12169417269950084	10	0.9843933589136907	20626
20	20000	0.0	0	2	16	0.01	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	312	31.200000000000003	0.08085916174625053	10	0.9722601116545848	20216
20	20000	0.0	0	1	64	0.01	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	156	15.600000000000001	0.05426315847816074	10	0.9889529226161629	19996
20	20000	0.0	0	2	64	0.01	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	78	7.800000000000001	0.03703211945055782	10	0.9842921298634162	20047
20	20000	0.0	0	1	1	0.1	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	10000	1000.0	6.401198792503472	10	0.6480875907353586	29998
20	20000	0.0	0	2	1	0.1	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	5000	500.0	4.219901471793168	10	0.8192774885186003	24996
20	20000	0.0	0	1	4	0.1	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	2500	250.0	2.7835791853601215	10	0.8667072931732139	22501
20	20000	0.0	0	2	4	0.1	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	1250	125.0	1.838328279676258	10	0.8463676039162591	21234
20	20000	0.0	0	1	16	0.1	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	625	62.5	1.2169417269950085	10	0.9462705521342145	20626
20	20000	0.0	0	2	16	0.1	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	312	31.200000000000003	0.8085916174625054	10	0.9128079634062912	20216
20	20000	0.0	0	1	64	0.1	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	156	15.600000000000001	0.5426315847816074	10	0.9778229605620133	19996
20	20000	0.0	0	2	64	0.1	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	78	7.800000000000001	0.3703211945055782	10	0.9589078126921384	19533
20	20000	0.0	0	1	1	0.6283185307179586	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	10000	1000.0	40.219918201393526	10	0.9602236498218729	29986
20	20000	0.0	0	2	1	0.6283185307179586	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	5000	500.0	26.514422925316346	10	0.9575062466049717	24666
20	20000	0.0	0	1	4	0.6283185307179586	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	2500	250.0	17.489743838825635	10	0.8714885673335896	22483
20	20000	0.0	0	2	4	0.6283185307179586	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	1250	125.0	11.550557236634589	10	0.9532998368994088	20622
20	20000	0.0	0	1	16	0.6283185307179586	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	625	62.5	7.646270378748787	10	0.9095677853094909	20428
20	20000	0.0	0	2	16	0.6283185307179586	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	312	31.200000000000003	5.08053097034899	10	0.9301763188583795	16121
20	20000	0.0	0	1	64	0.6283185307179586	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	156	15.600000000000001	3.4094548007113694	10	0.9470533788614445	19738
20	20000	0.0	0	2	64	0.6283185307179586	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	78	7.800000000000001	2.326796688254643	10	0.9533136793920558	13879
20	20000	0.0	0	1	1	1.0	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	10000	1000.0	64.01198792503472	10	0.9817900815841302	29941
20	20000	0.0	0	2	1	1.0	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	5000	500.0	42.19901471793168	10	0.9848258436194233	23831
20	20000	0.0	0	1	4	1.0	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	2500	250.0	27.83579185360121	10	0.9669768450998429	22294
20	20000	0.0	0	2	4	1.0	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	1250	125.0	18.38328279676258	10	0.9862155425056127	18667
20	20000	0.0	0	1	16	1.0	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	625	62.5	12.169417269950083	10	0.9053169815169476	20428
20	20000	0.0	0	2	16	1.0	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	312	31.200000000000003	8.085916174625053	10	0.9911008066517574	13651
20	20000	0.0	0	1	64	1.0	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	156	15.600000000000001	5.426315847816074	10	0.9450539123452074	19867
20	20000	0.0	0	2	64	1.0	0.602	0.1	0.2	0.101	0.5	0.5	1.0	0.0	78	7.800000000000001	3.703211945055782	10	0.9857447928911157	16706
20	20000	0.0	0	1	1	0.01	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	10000	1000.0	10.01	10	0.9213525641809759	30001
20	20000	0.0	0	2	1	0.01	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	5000	500.0	5.01	10	0.9042553963503682	25001
20	20000	0.0	0	1	4	0.01	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	2500	250.0	2.5100000000000002	10	0.9739732092702592	22501
20	20000	0.0	0	2	4	0.01	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	1250	125.0	1.26	10	0.9559990512892874	21234
20	20000	0.0	0	1	16	0.01	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	625	62.5	0.635	10	0.9869814064479475	20626
20	20000	0.0	0	2	16	0.01	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	312	31.200000000000003	0.322	10	0.9801960242891635	20281
20	20000	0.0	0	1	64	0.01	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	156	15.600000000000001	0.166	10	0.9896192474432	20125
20	20000	0.0	0	2	64	0.01	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	78	7.800000000000001	0.08800000000000001	10	0.9873763230001577	20047
20	20000	0.0	0	1	1	0.1	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	10000	1000.0	100.10000000000001	10	0.729690229417403	29995
20	20000	0.0	0	2	1	0.1	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	5000	500.0	50.1	10	0.786016423181264	25001
20	20000	0.0	0	1	4	0.1	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	2500	250.0	25.1	10	0.898162897102335	22501
20	20000	0.0	0	2	4	0.1	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	1250	125.0	12.600000000000001	10	0.8661948255671381	21234
20	20000	0.0	0	1	16	0.1	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	625	62.5	6.3500000000000005	10	0.9618290308819879	20626
20	20000	0.0	0	2	16	0.1	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	312	31.200000000000003	3.2200000000000006	10	0.9351416876181871	19891
20	20000	0.0	0	1	64	0.1	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	156	15.600000000000001	1.6600000000000001	10	0.9834262855529339	19996
20	20000	0.0	0	2	64	0.1	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	78	7.800000000000001	0.8800000000000001	10	0.97054453875721	19790
20	20000	0.0	0	1	1	0.6283185307179586	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	10000	1000.0	628.9468492486766	10	0.8164644386576929	29962
20	20000	0.0	0	2	1	0.6283185307179586	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	5000	500.0	314.78758388969726	10	0.9340249202495605	24976
20	20000	0.0	0	1	4	0.6283185307179586	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	2500	250.0	157.70795121020763	10	0.8464705528467859	22501
20	20000	0.0	0	2	4	0.6283185307179586	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	1250	125.0	79.16813487046278	10	0.8824091995825658	20758
20	20000	0.0	0	1	16	0.6283185307179586	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	625	62.5	39.89822670059037	10	0.9215212804668009	20626
20	20000	0.0	0	2	16	0.6283185307179586	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	312	31.200000000000003	20.23185668911827	10	0.8934163556734226	19631
20	20000	0.0	0	1	64	0.6283185307179586	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	156	15.600000000000001	10.430087609918115	10	0.9570586048811155	19738
20	20000	0.0	0	2	64	0.6283185307179586	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	78	7.800000000000001	5.529203070318037	10	0.9385483894701612	17991
20	20000	0.0	0	1	1	1.0	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	10000	1000.0	1001.0	10	0.9259478471371747	29968
20	20000	0.0	0	2	1	1.0	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	5000	500.0	501.0	10	0.9429810827285803	24986
20	20000	0.0	0	1	4	1.0	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	2500	250.0	251.0	10	0.8500524610462143	22474
20	20000	0.0	0	2	4	1.0	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	1250	125.0	126.0	10	0.9374093866241179	21234
20	20000	0.0	0	1	16	1.0	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	625	62.5	63.5	10	0.9143765569007719	20626
20	20000	0.0	0	2	16	1.0	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	312	31.200000000000003	32.2	10	0.9089100449747791	19891
20	20000	0.0	0	1	64	1.0	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	156	15.600000000000001	16.6	10	0.9514983250325023	19738
20	20000	0.0	0	2	64	1.0	1.0	0.1	0.2	0.101	0.5	0.5	1.0	0.0	78	7.800000000000001	8.8	10	0.9496267350370343	16963
20	20000	0.0	0	1	1	0.01	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	10000	5000.0	1.6859016140249046	10	0.8364847477920644	30001
20	20000	0.0	0	2	1	0.01	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	5000	2500.0	1.1108730796584116	10	0.8123361630278971	25001
20	20000	0.0	0	1	4	0.01	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	2500	1250.0	0.7320637470439325	10	0.9459386910434742	22501
20	20000	0.0	0	2	4	0.01	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	1250	625.0	0.48254492072625893	10	0.9047921794577592	21251
20	20000	0.0	0	1	16	0.01	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	625	312.5	0.3182255180711922	10	0.9798467557794366	20626
20	20000	0.0	0	2	16	0.01	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	312	156.0	0.2098609288600359	10	0.9602816742080167	20216
20	20000	0.0	0	1	64	0.01	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	156	78.0	0.13879426103102854	10	0.9882374795670795	19996
20	20000	0.0	0	2	64	0.01	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	78	39.0	0.09213828297446287	10	0.9809110675834454	19790
20	20000	0.0	0	1	1	0.1	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	10000	5000.0	16.859016140249047	10	0.6806424091106897	29962
20	20000	0.0	0	2	1	0.1	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	5000	2500.0	11.108730796584117	10	0.8860307152116916	24806
20	20000	0.0	0	1	4	0.1	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	2500	1250.0	7.320637470439326	10	0.837705779874347	22501
20	20000	0.0	0	2	4	0.1	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	1250	625.0	4.82544920726259	10	0.8460877542328593	20928
20	20000	0.0	0	1	16	0.1	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	625	312.5	3.1822551807119224	10	0.9288969451893124	20626
20	20000	0.0	0	2	16	0.1	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	312	156.0	2.098609288600359	10	0.9029778717654123	19631
20	20000	0.0	0	1	64	0.1	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	156	78.0	1.3879426103102857	10	0.9698869798970836	19867
20	20000	0.0	0	2	64	0.1	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	78	39.0	0.9213828297446288	10	0.948366639432965	19533
20	20000	0.0	0	1	1	0.6283185307179586	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	10000	5000.0	105.9283225059163	10	0.9841449093663912	29989
20	20000	0.0	0	2	1	0.6283185307179586	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	5000	2500.0	69.7982141225107	10	0.9859796241969092	23701
20	20000	0.0	0	1	4	0.6283185307179586	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	2500	1250.0	45.9969217934527	10	0.9970848105535076	18280
20	20000	0.0	0	2	4	0.6283185307179586	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	1250	625.0	30.319191559613685	10	0.9935618868285486	19976
20	20000	0.0	0	1	16	0.6283185307179586	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	625	312.5	19.994698995145267	10	0.9214858869524358	20428
20	20000	0.0	0	2	16	0.6283185307179586	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	312	156.0	13.18595104764438	10	1.0	1
20	20000	0.0	0	1	64	0.6283185307179586	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	156	78.0	8.720700616310069	10	0.9414890466493899	19738
20	20000	0.0	0	2	64	0.6283185307179586	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	78	39.0	5.789219058139001	10	0.9856436350282822	16192
20	20000	0.0	0	1	1	1.0	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	10000	5000.0	168.59016140249045	10	0.9856134594280401	29866
20	20000	0.0	0	2	1	1.0	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	5000	2500.0	111.08730796584116	10	0.9818199642198249	23171
20	20000	0.0	0	1	4	1.0	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	2500	1250.0	73.20637470439326	10	0.9999549345047987	8812
20	20000	0.0	0	2	4	1.0	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	1250	625.0	48.254492072625894	10	1.0	1
20	20000	0.0	0	1	16	1.0	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	625	312.5	31.822551807119222	10	0.9847347337584924	19273
20	20000	0.0	0	2	16	1.0	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	312	156.0	20.98609288600359	10	1.0	1
20	20000	0.0	0	1	64	1.0	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	156	78.0	13.879426103102855	10	0.9729500849234217	19609
20	20000	0.0	0	2	64	1.0	0.602	0.5	0.2	0.101	0.5	0.5	1.0	0.0	78	39.0	9.213828297446288	10	1.0	1
20	20000	0.0	0	1	1	0.01	1.0	0.5	0.2	0.101	0.5	0.5	1.0	0.0	10000	5000.0	50.01	10	0.8584958946134549	30001
20	20000	0.0	0	2	1	0.01	1.0	0.5	0.2	0.101	0.5	0.5	1.0	0.0	5000	2500.0	25.01	10	0.8323946308844633	25001
20	20000	0.0	0	1	4	0.01	1.0	0.5	0.2	0.101	0.5	0.5	1.0	0.0	2500	1250.0	12.51	10	0.9540712282208773	22501
20	20000	0.0	0	2	4	0.01	1.0	0.5	0.2	0.101	0.5	0.5	1.0	0.0	1250	625.0	6.26	10	0.9164794387278067	21234
20	20000	0.0	0	1	16	0.01	1.0	0.5	0.2	0.101	0.5	0.5	1.0	0.0	625	312.5	3.1350000000000002	10	0.9820589629947626	20626
20	20000	0.0	0	2	16	0.01	1.0	0.5	0.2	0.101	0.5	0.5	1.0	0.0	312	156.0	1.57	10	0.9663394534683379	20216
20	20000	0.0	0	1	64	0.01	1.0	0.5	0.2	0.101	0.5	0.5	1.0	0.0	156	78.0	0.79	10	0.9886255727600322	19996
20	20000	0.0	0	2	64	0.01	1.0	0.5	0.2	0.101	0.5	0.5	1.0	0.0	78	39.0	0.4	10	0.982866313358545	20047
20	20000	0.0	0	1	1	0.1	1.0	0.5	0.2	0.101	0.5	0.5	1.0	0.0	10000	5000.0	500.1	10	0.6105003362742588	29992
20	20000	0.0	0	2	1	0.1	1.0	0.5	0.2	0.101	0.5	0.5	1.0	0.0	5000	2500.0	250.10000000000002	10	0.8719222705370192	24976
20	20000	0.0	0	1	4	0.1	1.0	0.5	0.2	0.101	0.5	0.5	1.0	0.0	2500	1250.0	125.10000000000001	10	0.851530653807807	22501
20	20000	0.0	0	2	4	0.1	1.0	0.5	0.2	0.101	0.5	0.5	1.0	0.0	1250	625.0	62.6	10	0.8383116497222954	21234
20	20000	0.0	0	1	16	0.1	1.0	0.5	0.2	0.101	0.5	0.5	1.0	0.0	625	312.5	31.35	10	0.9368554455004751	20626
20	20000	0.0	0	2	16	0.1	1.0	0.5	0.2	0.101	0.5	0.5	1.0	0.0	312	156.0	15.700000000000001	10	0.908710021336614	19631
